31-Oct-09,6.826845
30-Nov-09,6.827647
31-Dec-09,6.828029
31-Jan-10,6.827097
28-Feb-10,6.829264
31-Mar-10,6.826558
30-Apr-10,6.826047
31-May-10,6.827277
30-Jun-10,6.820827
31-Jul-10,6.776216
31-Aug-10,6.786952
30-Sep-10,6.748917
31-Oct-10,6.670287
30-Nov-10,6.65246
31-Dec-10,6.652348
31-Jan-11,6.597297
28-Feb-11,6.577043
31-Mar-11,6.566572
30-Apr-11,6.526517
31-May-11,6.495716
30-Jun-11,6.476267
31-Jul-11,6.455281
31-Aug-11,6.405545
30-Sep-11,6.389371
31-Oct-11,6.371935
30-Nov-11,6.356067
31-Dec-11,6.344497
31-Jan-12,6.315044
29-Feb-12,6.300476
31-Mar-12,6.311163
30-Apr-12,6.30347
31-May-12,6.316919
30-Jun-12,6.365433
31-Jul-12,6.373606
31-Aug-12,6.361577
30-Sep-12,6.324183
31-Oct-12,6.274832
30-Nov-12,6.240017
31-Dec-12,6.23548
31-Jan-13,6.22404
28-Feb-13,6.233512
31-Mar-13,6.216287
30-Apr-13,6.187123
31-May-13,6.142379
30-Jun-13,6.138663
31-Jul-13,6.138664
31-Aug-13,6.122006
30-Sep-13,6.12169
31-Oct-13,6.113055
30-Nov-13,6.114147
31-Dec-13,6.082261
31-Jan-14,6.074065
28-Feb-14,6.075162
31-Mar-14,6.169652
30-Apr-14,6.22348
31-May-14,6.240068
30-Jun-14,6.234197
31-Jul-14,6.135827
31-Aug-14,6.157152
30-Sep-14,6.139091
31-Oct-14,6.127435
30-Nov-14,6.12519
31-Dec-14,6.189887
31-Jan-15,6.217386
28-Feb-15,6.250589
31-Mar-15,6.24161
30-Apr-15,6.201223
31-May-15,6.20334
30-Jun-15,6.206197
31-Jul-15,6.208335
31-Aug-15,6.326845
30-Sep-15,6.368933
31-Oct-15,6.350316
30-Nov-15,6.368297
31-Dec-15,6.451177
31-Jan-16,6.566271
29-Feb-16,6.550959
31-Mar-16,6.505371
30-Apr-16,6.47718
31-May-16,6.5264
30-Jun-16,6.5876
31-Jul-16,6.676932
31-Aug-16,6.649181
30-Sep-16,6.676762
31-Oct-16,6.724935
30-Nov-16,6.84486
31-Dec-16,6.924758
31-Jan-17,6.896765
28-Feb-17,6.872388
31-Mar-17,6.894352
30-Apr-17,6.893129
6-May-17,6.89123
